a_a_project,project_start_year,project_end_year,project_duration_year,mis_code_nsrf_2007_20,rtdi_sector,rtdi_subsector,scientific_field,type_of_beneficiary,type_of_research_organization,role_of_beneficiary,region,final_projects_budget_at_the_end_of_the_project,final_public_expenditure_at_the_end,pct_absorption_rate_per_budget,pct_absorption_rate_per_public_expenditure,indicator_1_new_jobs_ipa,indicator_3_new_jobs_womens_ipa,indicator_4_number_of_rdti_projects,indicator_5_num_coop_company_research_instit,indicator_6_num_of_research_job_ipa,indicator_9_num_of_jobs_ipa_smes,indicator_10_induced_investments,indicator_501_jobs_dur_the_operat_ipa,indicator_3103_num_company_res_lab_busin_collab,indicator_3104_num_new_business_rtd,indicator_3106_num_company_benef,indicator_3107_num_smes_com_benef,indicator_3110_num_of_smes_benef,indicator_3111_num_spin_off_spin_outs,indicator_3112_num_of_joint_project_other_countries,indicator_3115_num_of_patent,indicator_3121_num_of_lab_supp,indicator_3204_num_of_business_will_be_supported,indicator_6913_num_res_part,indicator_8004_stud_research_evaluat,indicator_8009_num_events,gdp_region_start_year,gdp_region_end_year,gdp_region_per_person_start_year,gdp_region_per_person_end_year,gross_value_added_region_start_year,gross_value_added_region_end_year,employment_region_start_year,employment_region_end_year,employment_r_d_number_region_start_year,employment_r_d_number_region_end_year,employment_r_d_ipa_region_start_year,employment_r_d_ipa_region_end_year,researchers_number_region_start_year,researchers_numbers_region_end_year,researchers_ipa_region_start_year,researchers_ipa_region_end_year,number_of_business_region_start_year,number_of_business_region_end_year,educational_institution_per_region,research_center_per_region,r_d_exp_region_start_year,r_d_exp_region_end_year,r_d_per_inhabitant_region_2015,r_d_exp_int_region_start_year,r_d_exp_int_region_end_year,intensity_r_d_exp_start_year,intensity_r_d_exp_end_year,percent_innov_busi_region_2010_2012,percent_company_innov_prod_region_2010_2012,exp_innov_act_region_2012,rate_busin_region_newproducts,rate_turnover_innovative_products_region_2012,rate_busin_region_collaborations_with_any_organiz,rate_busin_region_innovating_or_marketing_2012_2014,numb_sc_pub_per_million_rd_region_2011,numb_sc_pub_per_ipa_region_2011,impact_index_of_publications_by_region_2010_2014,numb_sc_pub_per_million_rd_region_2010_2014,numb_sc_pub_per_ipa_region_2015,numb_sc_pub_per_region_2010_2014,numb_report_sc_pub_region_2010_2014,numb_inter_collab_per_region_2010_2014,numb_sc_pub_per_region_2012_2016,numb_sc_pub_per_region_2012_2016_1,numb_sc_pub_per_region_2012_2016_2,numb_sc_pub_per_region_2014_2016,nuts_id,region_el,lat,lon
2921,2012,2016,4,464704,Environment,Environmental technologies,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,107923.89,107923.89,0.9508712775330397,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2922,2012,2016,4,464714,Environment,Environmental technologies,Engineering Sciences,Business,0,Partner,Attica,89673.86,54786.4,0.3892269466097978,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2923,2012,2016,4,464717,Environment,Environmental technologies,Engineering Sciences,Business,0,Partner,Attica,90349.08,48092.21000000001,0.8967650620347395,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2924,2012,2016,4,464772,Health,"Innovative diagnostic, imaging and therapeutic approaches, tools, provisions and methodologies",Engineering Sciences,Research institution,Research Center,Coordinator,Western Greece,220581.56,220581.56,0.846762226487524,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8770,7832,12798,11758,7735,6831,253878.8,252105.2,5780,7013,2352,2994,4327,4410,1735,2021,57505,96579,3,5,79.72,106.93,158.8,0.009090079817559863,0.013652962206332993,0.0014127708095781073,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
2925,2012,2016,4,464773,Health,"Innovative diagnostic, imaging and therapeutic approaches, tools, provisions and methodologies",Engineering Sciences,Business,0,Partner,Attica,52372.54,23959.49,0.7376414084507043,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2926,2012,2016,4,464778,Health,"Innovative diagnostic, imaging and therapeutic approaches, tools, provisions and methodologies",Engineering Sciences,Business,0,Partner,Attica,181597.2,114325.38,0.6651912087912089,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2927,2012,2016,4,464779,Health,"Innovative diagnostic, imaging and therapeutic approaches, tools, provisions and methodologies",Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Crete,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8732,8606,8732,8606,7701,7506,261070.9,266486.1,7003,6793,4051,4048,4440,3981,2718,2498,65045,129132,3,4,106.1,134.72,213.3,0.012150710032065963,0.015654194747850337,0.000744388456252863,0.0010736695328840344,0.652,0.506,0.0035,0.107,0.094,0.075,0.482,55.3,2.7,7.5,51.9,2.8,6995,52469,4062,7210,7368,70590,78674,EL43,Κρήτη,35.24,24.81
2928,2012,2016,4,464811,Energy,Smart Energy Networks,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Coordinator,Crete,161664.77,161664.77,0.9359933418249189,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8732,8606,8732,8606,7701,7506,261070.9,266486.1,7003,6793,4051,4048,4440,3981,2718,2498,65045,129132,3,4,106.1,134.72,213.3,0.012150710032065963,0.015654194747850337,0.000744388456252863,0.0010736695328840344,0.652,0.506,0.0035,0.107,0.094,0.075,0.482,55.3,2.7,7.5,51.9,2.8,6995,52469,4062,7210,7368,70590,78674,EL43,Κρήτη,35.24,24.81
2929,2012,2016,4,464812,Energy,Smart Energy Networks,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,83281.91,83281.91,0.7422630124777184,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2930,2012,2016,4,464813,Energy,Smart Energy Networks,Engineering Sciences,Business,0,Partner,Attica,144919.08,64936.2,0.5499775332068311,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2931,2012,2016,4,464814,Energy,Smart Energy Networks,Engineering Sciences,Business,0,Partner,Attica,131973.79,78874.51000000001,0.705742192513369,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2932,2012,2016,4,464998,Environment,Environmental technologies,Natural sciences,Business,0,Coordinator,Attica,184215.16,130907.87000000001,0.765013122923588,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2933,2012,2016,4,464999,Environment,Environmental technologies,Natural sciences,Business,0,Partner,Attica,78814.62,44728.0,0.7463505681818181,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2934,2012,2016,4,465001,Environment,Environmental technologies,Natural sciences,Business,0,Partner,Attica,6464.07,3623.28,0.2606479838709677,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2935,2012,2016,4,465003,Environment,Environmental technologies,Natural sciences,Research institution,Research Center,Partner,Attica,24091.45,24091.45,0.7771435483870968,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2936,2012,2016,4,465004,Environment,Environmental technologies,Natural sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,118411.83,118411.83000000002,0.7915229278074867,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2937,2012,2016,4,465005,Environment,Environmental technologies,Natural sciences,Research institution,Universities/Technological Education Institutes,Partner,Epirus,21599.9,21599.9,0.9999953703703705,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,4986,3892,12065,11583,3664,3395,128319.6,128013.6,4359,3506,1517,1776,2193,2289,1356,1467,32389,45596,2,3,39.78,47.53,140.1,0.007978339350180505,0.012212230215827338,0.0006879261933413558,0.000894141829393628,0.427,0.208,0.0022,0.059,0.013,0.044,0.31,99.2,4.4,7.83,51.9,3.3,4301,33670,2238,4248,4372,49238,46355,EL54,Ήπειρος,39.67,20.85
2938,2012,2016,4,465006,Environment,Environmental technologies,Natural sciences,Other Research institutions,0,Partner,Attica,18159.97,18159.97,0.9659558510638299,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2939,2012,2016,4,465007,Environment,Environmental technologies,Natural sciences,Business,0,Partner,Attica,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2940,2012,2016,4,465040,Environment,Environmental technologies,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Coordinator,Crete,105052.12,105052.12,0.6179536470588235,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8732,8606,8732,8606,7701,7506,261070.9,266486.1,7003,6793,4051,4048,4440,3981,2718,2498,65045,129132,3,4,106.1,134.72,213.3,0.012150710032065963,0.015654194747850337,0.000744388456252863,0.0010736695328840344,0.652,0.506,0.0035,0.107,0.094,0.075,0.482,55.3,2.7,7.5,51.9,2.8,6995,52469,4062,7210,7368,70590,78674,EL43,Κρήτη,35.24,24.81
2941,2012,2016,4,465041,Environment,Environmental technologies,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,47647.25,47647.25,0.5294138888888889,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2942,2012,2016,4,465056,Environment,Environmental technologies,Engineering Sciences,Business,0,Partner,Attica,103904.35,62860.64,0.546865,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2943,2012,2016,4,465058,Environment,Environmental technologies,Engineering Sciences,Business,0,Partner,Thessaly,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,9298,8843,12502,12152,8201,7713,292034.8,286686.7,3487,3714,1676,1953,2477,2473,1356,1467,65200,112596,2,4,42.41,59.91,81.7,0.0045611959561195955,0.006774850163971503,0.00012045601204560121,0.0002827094877304082,0.495,0.331,0.0021,0.079,0.047,0.179,0.438,54.8,2.6,4.58,53.5,2.2,3205,14665,1238,3358,3525,19012,22469,EL61,Θεσσαλία,39.64,22.42
2944,2012,2016,4,465059,Environment,Environmental technologies,Engineering Sciences,Business,0,Partner,Attica,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2945,2012,2016,4,467413,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Natural sciences,Research institution,Research Center,Coordinator,Attica,173044.85,173044.85000000003,0.5611052204928664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2946,2012,2016,4,468314,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Natural sciences,Research institution,Research Center,Partner,Attica,109859.27,109859.27,0.7285097480106101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2947,2012,2016,4,468315,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Natural sciences,Business,0,Partner,Attica,96577.69,50290.38,0.46143186813186815,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2948,2012,2016,4,468322,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Natural sciences,Business,0,Partner,Attica,77889.65,31928.799999999996,0.7453555023923445,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2949,2012,2016,4,468323,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Coordinator,Central Makedonia,154135.61,86488.78000000003,0.5708726296296296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,25476,23801,15441,14639,26587,20760,692077.2,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,179395,240711,5,4,193.33,201.44,106.4,0.007588710943633224,0.008463509936557288,0.0018641073951954782,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
2950,2012,2016,4,468326,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Central Makedonia,324379.12,324379.12,0.9829670303030303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,25476,23801,15441,14639,26587,20760,692077.2,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,179395,240711,5,4,193.33,201.44,106.4,0.007588710943633224,0.008463509936557288,0.0018641073951954782,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
2951,2012,2016,4,468327,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Eastern Macedonia & Thrace,88113.33,88113.33,0.979037,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,7472,6808,12227,11277,6590,5938,226985.0,231101.1,4130,3628,1338,1126,2606,2070,1925,1726,56743,90477,2,1,46.25,47.06,77.6,0.006189775160599572,0.006912455934195065,0.0018375267665952891,0.0008357814336075206,0.369,0.212,0.0036,0.091,0.084,0.096,0.281,52.7,2.4,4.44,55.1,2.3,2591,11510,787,2618,2760,16049,17844,EL51,Ανατολική Μακεδονία και Θράκη,41.12,24.89
2952,2012,2016,4,468328,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,57286.16,57286.16,0.8183737142857144,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2953,2012,2016,4,468329,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Partner,Central Makedonia,68370.48,38678.060000000005,0.8546309999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,25476,23801,15441,14639,26587,20760,692077.2,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,179395,240711,5,4,193.33,201.44,106.4,0.007588710943633224,0.008463509936557288,0.0018641073951954782,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
2954,2012,2016,4,468330,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Partner,Western Macedonia,54530.34,33813.71,0.68162925,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,5345,4313,18908,15817,4715,3761,96604.8,97753.7,952,1390,473,760,614,701,308,418,26820,39589,2,1,17.8,20.04,77.6,0.00333021515434986,0.004646417806631115,0.00018521983161833488,0.0004938557848365407,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.8,1.8,3.97,31.3,1.5,627,2490,298,629,568,5442,5468,EL53,Δυτική Μακεδονία,40.3,21.79
2955,2012,2016,4,468331,Nanotechnology - Nanoscience and Microelectronics,Advanced materials,Engineering Sciences,Business,0,Partner,Eastern Macedonia & Thrace,10081.17,4410.51,0.630073125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,7472,6808,12227,11277,6590,5938,226985.0,231101.1,4130,3628,1338,1126,2606,2070,1925,1726,56743,90477,2,1,46.25,47.06,77.6,0.006189775160599572,0.006912455934195065,0.0018375267665952891,0.0008357814336075206,0.369,0.212,0.0036,0.091,0.084,0.096,0.281,52.7,2.4,4.44,55.1,2.3,2591,11510,787,2618,2760,16049,17844,EL51,Ανατολική Μακεδονία και Θράκη,41.12,24.89
2956,2012,2016,4,470242,Space and Security Technologies,Border Security,Engineering Sciences,Research institution,Research Center,Coordinator,Attica,129607.63,129607.63,0.7777235523552356,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
